utterance|request|importance
i have no user account, what should i do to open one?|create_account|high_priority
can u ask an agent how i can see my invoicess?|check_invoices|high_priority
I want to solve payment problems|payment_issue|medium_priority
I have a problem paying for my order, what do I have to do?|payment_issue|standard_priority
I need help downloading an bill|get_invoice|medium_priority
an error pops when i try to pay for my online order, what should i do?|payment_issue|high_priority
I got an error message when I tried to pay, but I was charged anyway anmd I want to report it|payment_issue|standard_priority
I got an error when I tried to make a payment, but my card was charged anyway, what do I have to do to inform of it?|payment_issue|standard_priority
i got an error message when i tried to pay, but my card was charged anyway and i wanna inform of it|payment_issue|high_priority
I have a problem making a payment with card, help me inform of it|payment_issue|standard_priority
can you show me the mail address to contact Customer Support?|contact_customer_service|medium_priority
would it be possible to cancel my order?|cancel_order|standard_priority
where can I file a consumer complaint?|complaint|medium_priority
I have a rpoblem paying for my online order, how do I report it?|payment_issue|standard_priority
I have to change the information included on my user profile|edit_account|standard_priority
I have problems opening an account|registration_problems|medium_priority
I want to know if I can create more than one online account with an single email|create_account|standard_priority
can u show me my bills?|check_invoices|high_priority
I have a problem making a payment with card, can I notify it?|payment_issue|standard_priority
id like to see a bill, can you tell me how I can do it, please?|get_invoice|standard_priority
can I see the cancellation fees?|check_cancellation_fee|medium_priority
where do I see your payment options?|check_payment_methods|medium_priority
where to close my account|delete_account|medium_priority
the concert was cancelled, get a reimbursement|get_refund|standard_priority
can I recover my uswer account pass?|recover_password|medium_priority
i dont understand you, what do i have to do to speak withsomeone?|contact_human_agent|high_priority
I am calling to check when my delivery is going to arrive|delivery_period|standard_priority
I want to know where to modify my order|change_order|medium_priority
I do not know what I have to do to get a refund|get_refund|standard_priority
how to retrieve my account password|recover_password|medium_priority
i want information, can u speak with client service?|contact_customer_service|high_priority
want help to open a gold account for my fiance|create_account|medium_priority
can you show me the status of my purchase?|track_order|medium_priority
I'm happy with the service, help me file an opinion|review|standard_priority
where do I see the options for ticket delivery?|delivery_options|medium_priority
I got an error message when I tried to pay, but I was charged anyway|payment_issue|standard_priority
where to cancel my subscription to your newsletter?|newsletter_subscription|medium_priority
i dont understand you, can i speak with someone?|contact_human_agent|high_priority
can you help me to file a complaint against your business?|complaint|medium_priority
can I file a complaint?|complaint|medium_priority
I want to inform of a problem with my payment, what should I do?|payment_issue|standard_priority
I need a user account, what should I do to open one?|create_account|standard_priority
I have a question, how do I call Customer Support?|contact_customer_service|standard_priority
help to buy several items|place_order|medium_priority
I want to change my order, can you tell me wshere to do it?|change_order|standard_priority
i want to notify an issue with my payment, what can i do?|payment_issue|high_priority
I've got no account, can I create one?|create_account|standard_priority
i dont have a user account, what can i do?|create_account|high_priority
can I create two profiles with the same email address?|create_account|medium_priority
I want to use my other user account, how can I change them?|switch_account|standard_priority
I want to request a bill, tell me how to do it|get_invoice|standard_priority
can you ask an agent if i can get some invoices?|get_invoice|high_priority
ask an agent if i can solve problems making a paymeent|payment_issue|high_priority
could you help me to submit some feedback for your company?|review|medium_priority
could you help me to get my money back?|get_refund|standard_priority
could you help me unsubscribe to the company newsletter?|newsletter_subscription|medium_priority
I have a problem when trying to pay|payment_issue|standard_priority
I ordered something, how can i modify my purchase?|change_order|high_priority
I do not know how I can make an order|place_order|standard_priority
how could I submit some feedback for a service?|review|medium_priority
I want to create a profile, what should I do?|create_account|standard_priority
I want help to solve an issue with payment|payment_issue|medium_priority
my profile was hacked, what do I have to do to recover it?|recover_password|standard_priority
can you tell me what the mail of Customer Support is?|contact_customer_service|medium_priority
you arent helping, what do i ave to do tro talk to a human?|contact_human_agent|high_priority
would you give me information about a user account deletion?|delete_account|medium_priority
where could I check the cancellation fee?|check_cancellation_fee|medium_priority
can I chhange to another user account?|switch_account|medium_priority
I would like to get information about changing my purchase, please|change_order|standard_priority
my account's been hacked, i need help recovering it|recover_password|high_priority
i cannot cancel the subscription to ur corpolrate newsletter|newsletter_subscription|high_priority
can you check your money back policy?|check_refund_policy|medium_priority
I need to get the invoice from July|get_invoice|standard_priority
I have a problem when trying to make a payment with card, what can I do to report it?|payment_issue|standard_priority
I want to know if I can get some bills|get_invoice|standard_priority
can you help me buy something?|place_order|medium_priority
I'd like to check cancellation penalties, what can I do?|check_cancellation_fee|standard_priority
I don't want my user account, what can I do to cancel it?|delete_account|standard_priority
I want help registering|create_account|medium_priority
I need help getting a bill|get_invoice|medium_priority
the show was postponed, could i obtain a reimbursement, please?|get_refund|standard_priority
where can I report registration issues?|registration_problems|medium_priority
i want to see your payment methods, what do i have to do?|check_payment_methods|high_priority
I got an error message when I tried to pay, but my card was charged anyway, help me notify it|payment_issue|standard_priority
could you help me check what delivery options are available?|delivery_options|medium_priority
can you help me getting the invoices from 7 months ago?|get_invoice|standard_priority
I have got to change an order I made|change_order|standard_priority
tell me if I can create more than one account with a single email address|create_account|medium_priority
how do I check your money back guarantee?|check_refund_policy|medium_priority
I have no user account, how do I create one?|create_account|standard_priority
report payment issues|payment_issue|medium_priority
you aren't helping, can I contact someone?|contact_human_agent|standard_priority
help me to talk to an agent|contact_human_agent|medium_priority
tell me how I can download an invoice|get_invoice|medium_priority
could u ask an agent how to lodge a complaint for a service?|complaint|high_priority
I have a problem when trying to pay for my order, could you report it?|payment_issue|standard_priority
I forgot my account password, can you recover it?|recover_password|standard_priority
you arent helping, can i speak with a human agent?|contact_human_agent|high_priority
I want to check the options for ticket delivery, what can I do?|delivery_options|standard_priority
I want to see some bills, tell me how to do it|get_invoice|standard_priority
I want an account, help me open one|create_account|medium_priority
I am trying to buy an item|place_order|medium_priority
the concert was postponed, how do I get a refund?|get_refund|standard_priority
can you find information about the mail of the Customer Support?|contact_customer_service|medium_priority
show me the free number to contact client service|contact_customer_service|medium_priority
i have a problem paying with card, how do i report it?|payment_issue|high_priority
ask an agent if i can contact customer support|contact_customer_service|high_priority
I need help viewing the options for ticket delivery|delivery_options|medium_priority
ask an agent how to check the ticket delivery options|delivery_options|medium_priority
i wanna report a problem making a payment, what do i have to do?|payment_issue|high_priority
askan agent to switch to another online account|switch_account|medium_priority
I can't understand you|contact_human_agent|standard_priority
I want to know the status of my reimbursement, can you help me?|track_refund|standard_priority
can you tell me how I cfan check my delivery?|track_order|medium_priority
can u ask an agent how to inform of fucking problems paying, please?|payment_issue|high_priority
I'm not ur client i need help registering|create_account|high_priority
I lost my bills, can I see them?|check_invoices|standard_priority
the show was postponed, what should I do to obtain a refund?|get_refund|standard_priority
an error pops when I attempt to make a payment for my online order|payment_issue|standard_priority
I don't have an account, how can I create one?|create_account|standard_priority
my online account was hacked, help me recover it|recover_password|standard_priority
I need assistance checking the cancellation fee|check_cancellation_fee|medium_priority
I got an error message when I attempted to pay, but I was charged anyway, can you help me?|payment_issue|standard_priority
I need information, help me send an email to Client Service|contact_customer_service|medium_priority
I want information, how can I send an email to Customer Service?|contact_customer_service|medium_priority
I need information, ca you speak with Customer Support?|contact_customer_service|medium_priority
can you show me information about the email address of the Client Service?|contact_customer_service|medium_priority
how can I view the cancellation fee?|check_cancellation_fee|medium_priority
my account was hacked, and I need help getting it back|recover_password|standard_priority
how can i lodge a ccomplaint for a service?|complaint|high_priority
can I talk to an agent?|contact_human_agent|medium_priority
please, could u find information about the email address to contact Customer Service?|contact_customer_service|high_priority
I do not know how I can talk to an agent|contact_human_agent|standard_priority
i need help making changes to the information on my profile|edit_account|high_priority
I don't know how I could check what delivery options I have|delivery_options|standard_priority
i have an issue when trying to make a payment, i need help reporting it|payment_issue|high_priority
i wanna download some bills|get_invoice|high_priority
could you help me recover my password?|recover_password|medium_priority
ask an agent how i can inform of a fuckinng problem with my payment, please|payment_issue|high_priority
I get an error when I attempt to make a payment for my order|payment_issue|standard_priority
I cannot remember my account pass, where can I restore it?|recover_password|standard_priority
the event was cancelled, can i get a refund?|get_refund|high_priority
i do not know how i can reset my user account key|recover_password|high_priority
ask an agent how to solve issues making a payment, please|payment_issue|medium_priority
tell me how I can know where my shipment is|track_order|medium_priority
please, contact someone|contact_human_agent|medium_priority
is it possible to get the invoice?|get_invoice|medium_priority
could I check the invoice from my last purchase?|check_invoice|medium_priority
i wanna track my reimbursement, what do i have to do?|track_refund|high_priority
where do I view the options for ticket delivery ?|delivery_options|medium_priority
my online account's been hacked, how do I recover it?|recover_password|standard_priority
I dn't want my user  account|delete_account|medium_priority
I want to know how I can check my shipment|track_order|medium_priority
i have got to inform of a registration issue|registration_problems|high_priority
i have a problem paying for my order, can u inform of it?|payment_issue|high_priority
I need help reporting issues with my payment|payment_issue|medium_priority
you're not helping, how do I talk to a huamn?|contact_human_agent|standard_priority
I want to check my invoices|check_invoices|medium_priority
I don't know what to do to create an account|create_account|standard_priority
i changed my mind, what should i do to close my profile?|delete_account|high_priority
the concert was postponed, how do i obtain a reimbursement?|get_refund|standard_priority
I need help talking to Client Service|contact_customer_service|medium_priority
can you tell me ohw long do refunds take ?|check_refund_policy|standard_priority
can you tell me how soon i can expect my tickets to arrive?|delivery_period|high_priority
I'd like to make an opinion, what do I have to do?|review|standard_priority
youre not helping and i wanna speak with someone|contact_human_agent|high_priority
i dont know what i have to do to open a account|create_account|high_priority
can uhelp me to contact someone|contact_human_agent|medium_priority
I have an issue when trying to pay for my online order, what should I do to notify it?|payment_issue|standard_priority
I have to buy several items|place_order|medium_priority
someone stole my account password, can you help me?|recover_password|standard_priority
I try to change the information on my user account|edit_account|medium_priority
I would like to track my last order|track_order|medium_priority
i dot understand you, help me contact someone|contact_human_agent|high_priority
I want to check my bills|check_invoices|medium_priority
ask an agent where i can register|create_account|high_priority
i cant understand you, how do i contact a person?|contact_human_agent|high_priority
i lost my invoices, can i check them?|check_invoices|high_priority
I don't want my online  account, how can I csncel it?|delete_account|standard_priority
I don't know what to do to delete my account|delete_account|standard_priority
I try to contact customer service|contact_customer_service|medium_priority
I want assistance totalk with a human agent|contact_human_agent|medium_priority
help to switch user|switch_account|medium_priority
I have an issue when trying to make a payment, what do I have to do to notify it?|payment_issue|standard_priority
filing customer claim against ur company|complaint|medium_priority
can you tell me how I can download some invoices?|get_invoice|medium_priority
can u ask an agent where i can remove my profile?|delete_account|high_priority
infvormation about seeing a bill|get_invoice|medium_priority
i lost my bill, show it|check_invoices|high_priority
tell me about receiving the newsletter|newsletter_subscription|medium_priority
i wanna check my order, can you tell me how to do it?|track_order|high_priority
the concert was postponed, what do I have to do to obtain a refund?|get_refund|standard_priority
can i reset my password?|recover_password|high_priority
I have a question, what can I do to speak with Client Service?|contact_customer_service|standard_priority
I want help subscribing to your company newsletter|newsletter_subscription|medium_priority
the event was cancelled, what should I do to obtain a reimbursement?|get_refund|standard_priority
someone stole my password, could you retrieve it?|recover_password|medium_priority
I'd like to check the status of my purchase, what should I do?|track_order|standard_priority
i wanna submit a ocmplaint for a service, what should i do?|complaint|high_priority
help changing my address|change_shipping_address|medium_priority
I need help solving issues with my payment|payment_issue|medium_priority
I need information and I want to talk to Customer Service|contact_customer_service|standard_priority
where can I check the withdrawal charge?|check_cancellation_fee|medium_priority
the game was postponed, help me obtain a reimbursement|get_refund|standard_priority
please, can you ask an agent where I can see the status of my refund?|track_refund|standard_priority
i have an issue when trying to pay, what can i do to report it?|payment_issue|high_priority
please, could u ask an agent to create a profile?|create_account|high_priority
please, ask an agent where i can track my reimbursement|track_refund|high_priority
I have got to check how long the delivery takes|delivery_period|standard_priority
what do I have to do to find the invoices from last month?|check_invoice|standard_priority
help me file a consumer complaint for a service|complaint|medium_priority
I do not know how to cancel the last order I made|cancel_order|standard_priority
I want to check if there is any updates on my refund|track_refund|standard_priority
I call to check how long the delivery takes|delivery_period|standard_priority
I do not know how to get in touch with customer support|contact_customer_service|standard_priority
can you show me my ibll ?|check_invoices|medium_priority
I made a mistake, can you ask an agent to chaneg my purchase?|change_order|standard_priority
I want tomake a complaint for a service, can you help me?|complaint|standard_priority
help me report a registration issue|registration_problems|medium_priority
I don't have an online account, can you open one?|create_account|standard_priority
I got an error message when I attempted to make a payment, but I was charged anyway, notify it|payment_issue|standard_priority
I want to list the payment options, can I get some help?|check_payment_methods|standard_priority
I want to see your refund policy, what do I have to do ?|check_refund_policy|standard_priority
I forgot my account password, what do I have to do to retrieve it?|recover_password|standard_priority
ive got no online account and id like to open one, please|create_account|high_priority
I have a problem when trying to pay for my online order, help me inform of it|payment_issue|standard_priority
i wanna request a reimbursement, can u help me?|get_refund|high_priority
can you tell me where to check my orders?|track_order|medium_priority
I am trying to check in what cases can I ask for refunds|check_refund_policy|standard_priority
I can't find my invoices and I want to check them|check_invoices|standard_priority
I ordered an item, how can I change my order?|change_order|standard_priority
I have a problem when trying to make a payment, can you report it?|payment_issue|standard_priority
I'm discontent with the service, can you lodge a complaint?|complaint|standard_priority
how could I check your refund policy?|check_refund_policy|medium_priority
i want to know what the fucking free phone number of customer support is|contact_customer_service|high_priority
I can't understand you, help me contact a human agent|contact_human_agent|standard_priority
id like to track my orders, can you tell me how to do it, please?|track_order|standard_priority
I don't have a shipping address, I need help setting it up|set_up_shipping_address|standard_priority
I'm discontent with the service, what do I have to do to submit a consumer complaint?|complaint|standard_priority
help to create another online account|create_account|medium_priority
subscribe to the newsletter|newsletter_subscription|medium_priority
ask an agent how I can check my order|track_order|medium_priority
I don't know how I can chat with a person|contact_human_agent|standard_priority
an error pops when i try to pay, can u help me?|payment_issue|high_priority
can I call Customer Service?|contact_customer_service|medium_priority
cancellation fees|check_cancellation_fee|medium_priority
I have a question, I needd help talking to Client Service|contact_customer_service|standard_priority
can you help me to set another shipping address up?|set_up_shipping_address|medium_priority
I need help solving paymwnt problems|payment_issue|medium_priority
I want to request information about downloading some invoices|get_invoice|standard_priority
u are not helping and i want to talk to a person|contact_human_agent|high_priority
send me the invoice from four months ago|get_invoice|standard_priority
I got an error message when I attempted to make a payment, but my card was charged anyway, how do I report it?|payment_issue|standard_priority
help to edit the data included on my user profile|edit_account|medium_priority
I can't talk to an agent|contact_human_agent|standard_priority
I got an error when I attempted to make a payment, but my card was charged anyway, can you report it?|payment_issue|standard_priority
I have a problem making a payment, report it|payment_issue|standard_priority
please, could you ask an agent where to report a problem with my payment?|payment_issue|medium_priority
how do I retrieve my account password?|recover_password|medium_priority
I have an issue making a paymet, what do I have to do?|payment_issue|standard_priority
I want an account , what can I do to open one?|create_account|standard_priority
I lost my password, what do I have to do to recover it?|recover_password|standard_priority
I need assistance creating a different account for my mum|create_account|medium_priority
how can I see an invoice?|get_invoice|medium_priority
cancelling order|cancel_order|medium_priority
I want assistance receiving your corporate newsletter|newsletter_subscription|medium_priority
can you tell me if i can create two accounts with a single email address?|create_account|high_priority
can i notify problems paying?|payment_issue|high_priority
can you help me finding the invoice from 10 purchases ago?|check_invoice|medium_priority
speak with an person|contact_human_agent|medium_priority
help deleting the account|delete_account|medium_priority
can u ask an agent where to track my packages?|track_order|high_priority
i have a goddamn trouble registering|registration_problems|high_priority
I want information, I need help speaking with fucking Client Service|contact_customer_service|standard_priority
I made a mistake and i wanna modify my order|change_order|high_priority
assistance changing some of the details on my user profile|edit_account|medium_priority
ask an agent where to delete my user account|delete_account|medium_priority
i need help solving an issue paying|payment_issue|high_priority
I want information about downloading an invoice|get_invoice|medium_priority
I want information, how can I talk to Customer Service?|contact_customer_service|medium_priority
help me make changes to my profile|edit_account|medium_priority
how to cancel my online account|delete_account|medium_priority
I can't change the shipping address|change_shipping_address|standard_priority
I have an issue when trying to pay with card, can I inform of it?|payment_issue|standard_priority
how can I inform of an issue with my payment?|payment_issue|medium_priority
I've got no account, how do I register?|create_account|standard_priority
the transfer was declined|payment_issue|medium_priority
I don't want my profile, can you close it?|delete_account|standard_priority
how do i report an issue with my payment?|payment_issue|high_priority
I want to get refunds of money|get_refund|standard_priority
i got an error message when i tried to make a payment, but i was charged anyway, inform of it, please|payment_issue|high_priority
what can I obtain a refund for?|get_refund|standard_priority
help getting the invoice from 11 purchases ago|get_invoice|medium_priority
I have a problem paying, can you inform of it?|payment_issue|standard_priority
i wanna cancel my online account, where can i do it?|delete_account|high_priority
I want assistance to get my invoice|get_invoice|medium_priority
i am happy with the service, i need help making a review, please|review|high_priority
I ordered an item, how do I change my order?|change_order|standard_priority
I don't know how I can edit my account|edit_account|standard_priority
I want to use my other online account, what do I have to do to switch them?|switch_account|standard_priority
give me information about cancelling orders|cancel_order|medium_priority
I want assistance to subscribe to your company newsletter|newsletter_subscription|medium_priority
where can I inform of a problem paying ?|payment_issue|medium_priority
can u show me the email address of the Customer Support?|contact_customer_service|high_priority
create new user account for daughter|create_account|medium_priority
the concert waspostponed and i wanna get a reimbursement|get_refund|high_priority
an error pops when i try to make a payment for my online order, can u help me?|payment_issue|high_priority
I need help checking what payment methods are available|check_payment_methods|medium_priority
I need information about requesting an invoice|get_invoice|medium_priority
I wanna know something about obtaining a bill|get_invoice|medium_priority
I need assistance creating another account for my mum|create_account|medium_priority
I try to switch to another account|switch_account|medium_priority
I want a profile, what do I have to do to create one?|create_account|standard_priority
how can I see my invoices?|check_invoices|medium_priority
tell me what the mail of Client Service is|contact_customer_service|medium_priority
i have a problem paying, what should i do to report it?|payment_issue|high_priority
how do I view the cancellation fee?|check_cancellation_fee|medium_priority
i havent got an online account, what can i do to open one?|create_account|high_priority
I do not know what I need to do to switch to another account|switch_account|standard_priority
I want to notify a problem with my payment, can you help me?|payment_issue|standard_priority
i wanna see an invoice, tell me where I can do it|get_invoice|high_priority
i dont like the service, how do i submit a complaint?|complaint|high_priority
can I make a payment with Amex?|check_payment_methods|medium_priority
I do not know what I have to do to get a refund of money|get_refund|standard_priority
I want to view your money back policy|check_refund_policy|medium_priority
I got an error when I tried to pay, but I was charged anyway and I'd like to inform of it|payment_issue|standard_priority
i didn't receive my bill, help me see it|check_invoices|high_priority
I don't want my user account and I want to cancel it|delete_account|standard_priority
I want to see at what time customer support available is|contact_customer_service|medium_priority
i got an error message when i tried to make a payment, but my card was chargted anyway, can u inform of it?|payment_issue|high_priority
how could I inform of a ufcking payment problem ?|payment_issue|medium_priority
i want information, speak with client service|contact_customer_service|medium_priority
what information do you have about requesting some bills?|get_invoice|medium_priority
how to check the invoice from last month?|check_invoice|medium_priority
please, could you ask an agent how to check my shipments?|track_order|medium_priority
I want to check your refund policy, can you help me?|check_refund_policy|standard_priority
show me the options for ticket delivery|delivery_options|medium_priority
i bought a product, how can i change my purchase?|change_order|high_priority
can u show me information about the status of my reimbursement?|track_refund|standard_priority
can you tell me the phone number of customer support?|contact_customer_service|medium_priority
I got an error message when I tried to pay, but my card was charged anyway, how do I report it?|payment_issue|standard_priority
where can I download a bill?|get_invoice|medium_priority
give me information about changing my shipping address|change_shipping_address|medium_priority
how can I find information about a shipping address change?|change_shipping_address|medium_priority
assistance to check if there is anything new on my refund|track_refund|standard_priority
I ordered something, how can I modify my order?|change_order|standard_priority
i dont know how i can unsubscribe from ur newsletter|newsletter_subscription|high_priority
I want to submit a complaint, what can I do?|complaint|standard_priority
ask an agent if I could check my shipments, please|track_order|medium_priority
will you show me in what cases can I ask to be refunded?|check_refund_policy|standard_priority
I lost my account password, how do I recover it?|recover_password|standard_priority
I get an error when I try to make a payment for my order, what do I have to do?|payment_issue|standard_priority
I lost my bill, how can I view it?|check_invoices|standard_priority
please, can u ask an agent if i can solve a fucking issue with my payment?|payment_issue|high_priority
could you ask an agent to check their money back policy, please?|check_refund_policy|medium_priority
I am trying to find information about forgotten passwords|recover_password|medium_priority
I changed my mind, I need help closing my profile|delete_account|standard_priority
I want to see an invoice, can you tell me where to do it?|get_invoice|standard_priority
I want to get an invoice, tell me how I can do it|get_invoice|standard_priority
can you send me my invoices?|get_invoice|medium_priority
i have a problem when trying to pay with card, what can i do to inform of it?|payment_issue|high_priority
someone stole my account password, how do I recover it?|recover_password|standard_priority
i have an issue when trying to make a payment with card, what should i do?|payment_issue|high_priority
I need to switch user|switch_account|medium_priority
i want to cancel a purchase, what can i do?|cancel_order|high_priority
I want to get an invoice, can you tell me how to do it?|get_invoice|standard_priority
i get an error when i attempt to make a payment with card, what can i do?|payment_issue|high_priority
you are not helping and I'd like to speak with a person|contact_human_agent|standard_priority
can u ask an agent where to report payment issues?|payment_issue|high_priority
where do i obtain a reimbursement?|get_refund|standard_priority
help with cancelling my last order|cancel_order|medium_priority
i wanna report a problem with my payment, can u help me?|payment_issue|high_priority
can you show me information about my invoices?|check_invoices|medium_priority
can you check your reimbursement policy?|check_refund_policy|standard_priority
please, ask an agent if i can check my fucking invoice|check_invoices|high_priority
I want help solving an issue with payments|payment_issue|medium_priority
I need to contact an agent|contact_human_agent|medium_priority
I have a problem when trying to pay with card, how do I report it?|payment_issue|standard_priority
could you show me what hours I can contact customer service?|contact_customer_service|medium_priority
i want information, what sould i do to call client service?|contact_customer_service|high_priority
where do i see your payment mehods?|check_payment_methods|high_priority
I haven't got a fucking prfoile, I need help creating one, please|create_account|standard_priority
I would like to speak with fucking someone|contact_human_agent|medium_priority
I want to view the status of my order, what should I do?|track_order|standard_priority
please, could you tell me the free phone number of customer service?|contact_customer_service|medium_priority
I try to leave a review for a service|review|medium_priority
tell me about downloading some bills|get_invoice|medium_priority
I'm happy with the service, what can I do to make a comment?|review|standard_priority
could you tell me more about the delivery period?|delivery_period|medium_priority
where can I inform of a payment problem?|payment_issue|medium_priority
i got an error message when i attempted to pay, but my card was charged anyway, what can i do to report it?|payment_issue|high_priority
the concert was postponed, what do I have to do to request a refund?|get_refund|standard_priority
I want to download a bill, can you give me some information?|get_invoice|standard_priority
i dont want my profile, can u close it?|delete_account|high_priority
please, ask an agent about the status of my purchase|track_order|medium_priority
my account was hacked, recover it|recover_password|medium_priority
what do I need to do to register?|create_account|standard_priority
I want to notify a pamyent issue|payment_issue|medium_priority
i have got to see the cancellation charges|check_cancellation_fee|high_priority
how to update my profile|edit_account|medium_priority
how do I file a consumer complaint for a service?|complaint|medium_priority
I need help resetting the key of my account|recover_password|medium_priority
could I recover my password?|recover_password|medium_priority
im not happy with the service and i wanna lodge a consumer complaint|complaint|high_priority
I would like to report a registration issue|registration_problems|medium_priority
I do not know what I have to do to find the invoice|check_invoice|standard_priority
what do I need to do to get the invoice?|get_invoice|standard_priority
i wanna view yoour money back guarantee|check_refund_policy|high_priority
where to notify payment issues|payment_issue|medium_priority
I want to lodge a complaint, what can I so?|complaint|standard_priority
I want information, how can I call Client Service?|contact_customer_service|standard_priority
I don't want my user account, can you cancel it?|delete_account|standard_priority
I have problems with canceling the order I have made|cancel_order|standard_priority
I want to modify my order , tell me how to do it|change_order|standard_priority
I wanna track my orders, can you tell me how I can do it?|track_order|standard_priority
I want to know if I could own several profiles, please|create_account|standard_priority
what's the mail to contact Customer Support?|contact_customer_service|medium_priority
help to check in what cases can I ask for a refund|check_refund_policy|standard_priority
can u ask an agent to notify issues paying ?|payment_issue|high_priority
i have a problem paying with card and i wanna inform of it|payment_issue|high_priority
can you help me to check the invoices from last month?|check_invoice|standard_priority
I want to create an account|create_account|medium_priority
I need information, how do I call Customer Service?|contact_customer_service|standard_priority
can u ask an agent where to download a bill?|get_invoice|high_priority
I cannot subscribe to your company newsletter|newsletter_subscription|medium_priority
I get an error when I attempt to pay for my online order, what do I have to do?|payment_issue|standard_priority
I want to request a reimbursement, what do I have to do?|get_refund|standard_priority
can you find information about the cancellation penalties ?|check_cancellation_fee|medium_priority
I've got no user accounht, I need help registering|create_account|standard_priority
can you tell me if i can download some invoices?|get_invoice|high_priority
can I deletemy account?|delete_account|medium_priority
what do I have to do to get a refund of money?|get_refund|standard_priority
can I delete the account?|delete_account|medium_priority
I'm nor happy with the serviceand I want to submit a consumer complaint|complaint|standard_priority
i wanna close my account, where can i do it?|delete_account|high_priority
how do I see my bills?|check_invoices|medium_priority
ask an agent if i can obtain an invoice|get_invoice|high_priority
I'm not happy with the service, what can I do to make a complaint?|complaint|standard_priority
please, ask an agent how i can contact customer support|contact_customer_service|high_priority
show me the status of my company newsletter subscription|newsletter_subscription|medium_priority
I get an error when I try to pay for my online order, can you help me?|payment_issue|standard_priority
i have to crete another standard account|create_account|high_priority
you aren't helping, what do I have to do to talk to someone?|contact_human_agent|standard_priority
I have no account, how can I open one?|create_account|standard_priority
I don't know what I have to do to track my order|track_order|standard_priority
is there a section to submit a review for a service?|review|medium_priority
I have a question about the access key retrieval|recover_password|standard_priority
i wanna submit a review for a service, what do i have to do?|review|high_priority
tell me if I can create more than one online account with a single email|create_account|standard_priority
i have a problem when trying to pay for my online order, can i inform of it?|payment_issue|high_priority
notifying of issue with signup|registration_problems|medium_priority
tell me if I can create more than one user account with a single email address|create_account|medium_priority
i cant understand you, can u contact a person?|contact_human_agent|high_priority
I have an issue making a payment with card, what can I do?|payment_issue|standard_priority
i purchased an item, how can I change my order?|change_order|high_priority
I get an error message when I attempt to pay for my order, what should I do?|payment_issue|standard_priority
I got an error message when I attempted to pay, but I was charged anyway, can I inform of it?|payment_issue|standard_priority
I'm happy with the service, help me make an opinion|review|standard_priority
how can I inform of issues making an payment?|payment_issue|medium_priority
im happy with the service and i want to make a comment|review|high_priority
help me to track the refund|track_refund|medium_priority
i have an issue paying and i want to notify it|payment_issue|high_priority
are the charges for your services refundable?|check_refund_policy|standard_priority
I'm happy with the service, what do I have to do to file an opinion?|review|standard_priority
can u ask an agent if i can check my shipments?|track_order|high_priority
where can I notify a problem with my payment?|payment_issue|medium_priority
I do not like the service and I would like to make a consumer complaint, please|complaint|standard_priority
i cant ermember my password, what should i do?|recover_password|high_priority
I want to know if there is any human agent available|contact_human_agent|standard_priority
please, can you tell me if i can register several accounts with a single email?|create_account|high_priority
can you tell me the email address to contact Customer Service?|contact_customer_service|medium_priority
i want information, what do i have to do to call client service?|contact_customer_service|high_priority
I lost my bill , show it|check_invoices|standard_priority
how could I recover my password?|recover_password|medium_priority
help me create a new user account for my father|create_account|medium_priority
how do i request a refund?|get_refund|high_priority
im happy with the service, what do i have to do to lodge a comment?|review|high_priority
i havent got an online account, help me open one|create_account|high_priority
I want help checking how long refunds usually take|check_refund_policy|standard_priority
I have an issue when trying to make a payment, I need help reporting it|payment_issue|standard_priority
what information do you have about requesting a bill?|get_invoice|medium_priority
my profile was hacked, recover it|recover_password|medium_priority
my user account's been hacked, can I get it back?|recover_password|standard_priority
I don't know how to report an issue with payment|payment_issue|standard_priority
I changed my mind, can I close my user account?|delete_account|standard_priority
I have an issue when trying to pay for my online order, notify it, please|payment_issue|standard_priority
how can I view the status of my refund?|track_refund|standard_priority
I want to lodge an opinion, what should I do?|review|standard_priority
I forgot my password, can you reset it?|recover_password|standard_priority
I do not know how I cam contact customer support|contact_customer_service|medium_priority
tell me if I can have more than  one online account|create_account|medium_priority
I ordered something, help me modify my order|change_order|medium_priority
I don't know what I need to do to get a refund of money|get_refund|standard_priority
i wanna create an online account|create_account|high_priority
can u ask an agent to check my shipment?|track_order|high_priority
i lost my password, can u reset it?|recover_password|high_priority
I want to notify an issue making a payment|payment_issue|medium_priority
I got an error message when I attempted to pay, but I was charged anyway and I want to notify it|payment_issue|standard_priority
can u ask an agent how I can request an invoice?|get_invoice|high_priority
I have got to submit some feedback for your services|review|standard_priority
i need assistance to craete a new user account|create_account|high_priority
can you tell me what the free phone number of Customer Service is?|contact_customer_service|medium_priority
can you help me report a registration issue?|registration_problems|medium_priority
I don't like the service, I need help lodging a complaint|complaint|standard_priority
can i register more than one account with a single email?|create_account|high_priority
I want to change my order, tell me how I can do it|change_order|standard_priority
i need information, how can i contact customer service?|contact_customer_service|high_priority
how can i notify payment problems?|payment_issue|high_priority
I have no online account, what do I have to do to register?|create_account|standard_priority
I have no account, what do I have to do to open one?|create_account|standard_priority
I have a question, I need help talking to Customer Support|contact_customer_service|standard_priority
I don't want my online account, what can I do to cancel it?|delete_account|standard_priority
the game was cancelled, what should I do to obtain a refund?|get_refund|standard_priority
